User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,cluster_kmeans,cluster_hierarchical,cluster_dbscan,cluster_gmm,cluster_spectral
U05487,36,0,4,0,1,1.5,26.4,38.3,172,3.7,8616,6.7,1.6,505,0,1,1,1,1,1
U05488,59,2,5,7,0,6.4,33.6,11.7,125,3.8,114,7.0,1.3,1447,2,0,0,0,0,0
U05489,16,0,8,8,0,11.1,14.8,291.8,23,3.8,811,7.9,3.8,595,2,0,0,0,0,0
U05490,38,0,2,6,0,2.1,39.1,45.8,190,5.0,5259,2.3,4.1,1650,0,0,0,0,0,0
U05491,60,2,3,8,0,4.1,7.7,181.5,27,0.7,4109,6.3,4.6,1046,1,0,0,0,0,0
U05492,50,1,4,2,0,8.9,8.3,111.5,130,2.9,5242,4.6,2.2,974,2,0,0,0,0,0
U05493,21,2,2,0,1,9.4,7.2,22.3,166,3.3,885,4.3,3.6,1524,4,1,1,1,1,1
U05494,39,2,1,1,0,9.0,38.9,299.6,175,5.7,5099,6.8,3.7,327,0,0,0,0,0,0
U05495,41,1,4,7,0,2.0,46.0,253.3,115,2.7,4231,5.2,4.7,1209,3,0,0,0,0,0
U05496,42,0,6,5,0,8.6,48.5,283.4,40,5.0,2037,1.7,2.7,1623,1,0,0,0,0,0
U05497,39,2,3,4,0,11.0,29.3,92.4,66,3.7,1394,4.7,3.5,1742,3,0,0,0,0,0
U05498,59,1,9,7,0,8.4,47.5,192.4,176,2.1,9851,3.6,3.0,1716,2,0,0,0,0,0
U05499,46,1,5,7,0,10.8,27.3,31.0,174,4.9,4156,1.2,4.8,1947,0,0,0,0,0,0
U05500,43,1,4,1,0,6.7,37.4,14.3,180,3.3,7593,5.1,4.4,1661,1,0,0,0,0,0
U05501,28,0,0,6,0,8.0,43.4,101.7,18,2.8,2239,4.4,1.7,186,1,0,0,0,0,0
U05502,55,1,9,8,0,1.7,18.7,50.7,136,5.4,4223,5.6,3.6,921,4,0,0,0,0,0
U05503,38,1,3,4,0,2.1,17.3,164.0,160,1.7,7472,6.6,2.6,905,1,0,0,0,0,0
U05504,56,2,2,9,0,3.9,33.5,129.8,43,1.8,6400,3.6,0.5,1291,2,0,0,0,0,0
U05505,29,2,9,7,0,3.8,42.0,79.0,48,1.5,1086,1.3,4.6,1313,2,0,0,0,0,0
U05506,40,1,6,9,0,9.0,1.9,280.5,194,2.8,8887,5.1,1.5,148,0,0,0,0,0,0
U05507,29,2,2,8,0,1.3,11.9,56.2,94,0.9,1469,5.6,1.2,303,4,0,0,0,0,0
U05508,46,0,4,3,0,9.7,15.8,63.1,187,5.3,1361,3.9,4.7,1502,1,0,0,0,0,0
U05509,54,0,9,3,0,4.6,5.5,179.6,189,0.9,3790,5.7,2.8,1812,2,0,0,0,0,0
U05510,48,1,2,6,0,11.4,2.0,229.3,107,1.2,6537,5.5,0.6,434,3,0,0,0,0,0
U05511,42,0,7,6,0,3.4,30.4,21.1,50,4.8,572,7.7,0.0,1171,4,0,0,0,0,0
U05512,48,2,1,7,0,5.8,42.2,145.6,168,0.8,9346,0.8,4.3,803,1,0,0,0,0,0
U05513,24,1,1,9,0,11.3,30.3,190.0,171,5.1,9804,2.8,0.1,315,4,0,0,0,0,0
U05514,43,2,7,5,0,2.8,23.8,285.5,88,4.7,5730,2.3,2.7,995,2,0,0,0,0,0
U05515,34,1,3,4,0,1.8,5.2,238.3,18,5.7,8794,4.8,0.4,391,0,0,0,0,0,0
U05516,42,0,6,4,0,4.8,27.4,68.3,186,2.8,1627,2.4,3.6,519,4,0,0,0,0,0
U05517,31,2,1,3,0,1.1,31.5,294.3,49,0.9,697,6.8,5.0,1635,3,0,0,0,0,0
U05518,46,0,1,7,0,11.4,41.9,147.3,87,3.9,497,2.3,4.9,1531,0,0,0,0,0,0
U05519,55,1,7,6,0,1.3,4.5,147.2,148,4.1,2011,6.5,2.6,104,0,0,0,0,0,0
U05520,47,1,5,8,0,11.6,23.4,54.8,180,2.1,2452,2.7,3.3,1184,4,0,0,0,0,0
U05521,33,2,5,1,0,6.0,10.1,239.0,14,3.0,9921,1.9,3.0,1303,1,0,0,0,0,0
U05522,44,1,3,2,0,3.7,29.3,278.2,139,5.9,6677,3.2,0.7,754,1,0,0,0,0,0
U05523,20,0,2,9,0,11.8,3.6,81.0,135,0.5,8148,1.1,0.8,456,4,0,0,0,0,0
U05524,40,2,2,0,1,8.8,31.3,167.8,84,1.1,5245,0.8,0.5,1266,4,1,1,1,1,1
U05525,55,1,5,6,0,1.6,11.0,239.5,39,1.6,4332,3.0,2.2,294,1,0,0,0,0,0
U05526,18,0,0,6,0,2.4,2.1,207.9,87,2.2,4916,1.5,3.5,1090,3,0,0,0,0,0
U05527,53,2,1,6,0,1.4,18.0,231.7,69,2.4,8588,7.0,0.6,1575,0,0,0,0,0,0
U05528,45,2,6,2,0,9.8,37.8,237.8,159,2.5,1222,7.0,4.8,152,0,0,0,0,0,0
U05529,40,0,5,9,0,9.3,39.9,24.0,137,1.5,2827,3.5,1.3,404,1,0,0,0,0,0
U05530,36,2,0,0,1,11.8,3.3,139.1,152,3.0,891,1.4,1.5,155,3,1,1,1,1,1
U05531,19,2,2,0,1,7.1,35.2,229.2,34,5.9,842,6.3,3.1,212,3,1,1,1,1,1
U05532,46,1,1,4,0,3.9,3.5,57.5,35,3.6,7813,5.1,1.8,1700,2,0,0,0,0,0
U05533,35,1,5,2,0,10.6,10.0,241.2,83,0.8,3498,3.5,0.8,1620,0,0,0,0,0,0
U05534,50,1,2,9,0,5.4,13.4,169.5,163,2.1,8738,6.9,0.6,100,4,0,0,0,0,0
U05535,46,2,3,8,0,1.7,44.9,104.5,111,4.8,5048,5.8,0.1,1156,2,0,0,0,0,0
U05536,43,2,1,5,0,8.6,3.3,149.4,136,1.7,8138,7.7,1.8,742,3,0,0,0,0,0
U05537,51,0,4,9,0,1.4,40.3,132.9,140,4.7,5619,2.0,3.5,854,4,0,0,0,0,0
U05538,21,2,3,2,0,9.5,19.1,109.8,128,1.9,3525,2.9,1.3,621,2,0,0,0,0,0
U05539,16,1,1,0,1,7.7,9.6,27.4,45,3.5,9033,7.6,0.0,1689,4,1,1,1,1,1
U05540,15,1,8,4,0,7.4,3.2,82.0,144,2.7,669,5.6,2.3,1875,1,0,0,0,0,0
U05541,47,1,6,9,0,7.5,35.1,24.0,163,4.6,9680,3.7,3.9,1261,1,0,0,0,0,0
U05542,39,0,0,7,0,6.7,16.7,161.0,41,3.7,5537,6.1,1.7,1399,0,0,0,0,0,0
U05543,53,2,0,2,0,2.2,17.5,216.0,132,3.9,1093,6.0,4.8,490,4,0,0,0,0,0
U05544,36,2,8,1,0,7.1,8.1,65.5,168,2.1,7819,6.8,3.8,393,2,0,0,0,0,0
U05545,20,0,6,2,0,8.9,25.2,40.5,159,1.1,9978,3.5,4.6,965,1,0,0,0,0,0
U05546,18,0,1,9,0,4.9,15.8,174.3,110,2.2,1752,2.1,3.9,530,1,0,0,0,0,0
U05547,40,2,6,6,0,6.7,31.7,23.2,180,2.0,2061,4.3,1.5,1605,0,0,0,0,0,0
U05548,34,1,1,4,0,4.5,16.0,274.7,83,4.2,2205,4.9,2.1,1200,1,0,0,0,0,0
U05549,22,0,9,5,0,2.3,18.6,274.9,198,2.7,7143,3.7,4.9,1135,2,0,0,0,0,0
U05550,47,0,2,3,0,1.8,7.9,247.1,117,5.5,2687,7.4,3.8,513,2,0,0,0,0,0
U05551,50,2,9,5,0,7.7,4.0,292.1,54,4.9,8180,5.2,4.1,193,4,0,0,0,0,0
U05552,41,1,9,0,1,7.9,46.3,121.5,164,3.9,2579,6.6,1.6,522,4,1,1,1,1,1
U05553,20,0,2,7,0,6.1,29.1,173.4,22,3.3,1024,6.1,1.9,663,1,0,0,0,0,0
U05554,43,1,5,8,0,8.6,46.6,227.0,56,5.4,8317,0.8,1.9,1509,3,0,0,0,0,0
U05555,15,2,0,8,0,6.7,8.5,93.4,166,4.0,463,7.6,3.8,699,2,0,0,0,0,0
U05556,48,1,5,4,0,1.3,14.2,137.8,179,2.5,2285,2.8,4.4,523,3,0,0,0,0,0
U05557,39,2,9,9,0,8.0,15.8,62.8,98,3.2,7736,6.1,4.0,1970,2,0,0,0,0,0
U05558,35,2,4,4,0,7.9,4.7,207.5,25,1.4,2267,5.6,4.4,1380,4,0,0,0,0,0
U05559,54,0,1,1,0,1.3,48.6,261.9,123,2.2,8522,1.5,3.1,218,0,0,0,0,0,0
U05560,18,0,4,5,0,5.4,31.1,16.3,191,2.0,4599,5.1,4.3,707,2,0,0,0,0,0
U05561,50,0,5,5,0,6.5,24.0,55.9,79,4.0,5982,5.1,2.8,593,4,0,0,0,0,0
U05562,49,1,8,4,0,12.0,25.8,74.4,108,4.8,9255,5.0,1.9,788,3,0,0,0,0,0
U05563,46,0,5,2,0,4.9,22.9,270.6,166,1.8,5336,6.9,1.4,858,1,0,0,0,0,0
U05564,43,1,1,8,0,10.9,23.2,143.3,130,5.1,2078,2.0,3.7,573,0,0,0,0,0,0
U05565,16,0,3,3,0,10.8,16.3,64.7,195,2.7,5220,0.7,0.9,1305,3,0,0,0,0,0
U05566,31,1,0,0,1,4.5,35.3,287.6,124,2.9,5171,4.3,1.7,1838,2,1,1,1,1,1
U05567,42,2,6,1,0,2.9,28.3,284.4,24,3.3,6770,6.5,2.8,1129,3,0,0,0,0,0
U05568,22,1,4,0,1,5.3,26.1,162.6,118,2.9,2846,2.4,1.7,1762,2,1,1,1,1,1
U05569,55,1,6,4,0,12.0,25.2,170.1,102,5.1,629,2.1,0.3,1471,0,0,0,0,0,0
U05570,54,1,6,4,0,2.3,46.2,87.8,71,2.4,4777,6.1,0.2,1142,4,0,0,0,0,0
U05571,47,1,3,2,0,9.0,20.3,226.6,175,1.5,6640,2.8,2.9,144,4,0,0,0,0,0
U05572,27,0,9,4,0,9.1,7.5,232.4,154,5.8,9266,1.9,0.1,1482,1,0,0,0,0,0
U05573,17,2,4,9,0,3.6,24.2,271.3,35,1.6,5846,2.5,0.9,1638,4,0,0,0,0,0
U05574,24,0,0,4,0,7.3,20.8,20.8,60,1.5,9406,3.1,4.9,1773,0,0,0,0,0,0
U05575,18,2,0,4,0,2.0,20.5,26.5,187,4.4,816,1.6,2.6,1567,2,0,0,0,0,0
U05576,23,1,8,8,0,5.6,32.1,122.9,91,2.1,3942,5.4,0.2,1616,1,0,0,0,0,0
U05577,54,1,2,8,0,3.5,32.5,147.2,50,5.1,2256,7.1,3.1,1787,2,0,0,0,0,0
U05578,55,1,2,4,0,5.7,1.9,148.7,60,2.8,7777,4.7,4.7,1999,3,0,0,0,0,0
U05579,35,1,9,9,0,4.0,31.8,108.4,55,4.8,483,5.6,5.0,1238,4,0,0,0,0,0
U05580,52,0,8,4,0,11.1,16.6,21.3,133,1.0,305,6.8,0.2,417,2,0,0,0,0,0
U05581,60,0,6,3,0,5.4,14.4,162.0,100,4.2,8323,3.8,4.4,1983,4,0,0,0,0,0
U05582,20,0,3,8,0,5.5,15.2,6.7,90,2.3,3745,2.3,4.4,1981,4,0,0,0,0,0
U05583,39,1,3,8,0,1.9,30.7,182.4,152,1.3,322,0.9,1.2,390,3,0,0,0,0,0
U05584,30,2,9,4,0,8.5,49.7,297.2,72,3.8,8558,3.7,1.5,1792,4,0,0,0,0,0
U05585,19,2,1,9,0,1.2,43.3,252.3,35,3.1,8985,4.5,0.1,937,4,0,0,0,0,0
U05586,42,1,2,9,0,6.5,33.3,150.4,80,2.3,1205,3.3,3.8,1526,2,0,0,0,0,0
U05587,36,1,4,4,0,4.5,15.8,6.2,82,3.7,3437,2.8,2.9,1311,1,0,0,0,0,0
U05588,43,2,9,4,0,1.5,45.0,118.8,45,0.8,2606,3.8,5.0,532,4,0,0,0,0,0
U05589,45,2,8,3,0,4.0,36.4,244.2,50,5.5,6710,2.7,1.0,306,0,0,0,0,0,0
U05590,18,2,8,1,0,4.0,43.9,261.4,75,2.8,7233,1.2,1.8,528,1,0,0,0,0,0
U05591,38,0,5,8,0,7.7,41.7,159.3,103,4.5,8189,7.2,3.0,1062,0,0,0,0,0,0
U05592,54,0,7,0,1,5.0,7.8,47.4,16,5.5,8943,0.9,1.4,484,2,1,1,1,1,1
U05593,45,2,2,8,0,3.0,26.1,110.4,116,2.8,4371,5.4,3.7,1708,3,0,0,0,0,0
U05594,18,2,5,0,1,4.0,3.4,231.5,37,5.4,482,4.5,0.2,1215,3,1,1,1,1,1
U05595,42,0,0,3,0,5.0,7.1,184.4,41,2.1,848,1.3,1.6,1722,0,0,0,0,0,0
U05596,48,1,6,2,0,11.8,42.5,282.5,126,1.4,450,3.9,3.2,770,2,0,0,0,0,0
U05597,45,2,1,1,0,11.8,12.1,279.1,102,1.8,1917,1.8,2.7,329,3,0,0,0,0,0
U05598,29,0,1,9,0,5.7,22.4,200.6,194,6.0,7787,7.5,4.3,1148,3,0,0,0,0,0
U05599,24,2,8,7,0,1.2,7.2,248.9,183,5.9,8968,4.5,4.2,975,4,0,0,0,0,0
U05600,34,0,5,6,0,5.4,38.1,209.0,129,4.8,2676,4.6,3.9,734,3,0,0,0,0,0
U05601,18,1,3,1,0,3.4,32.4,236.1,42,1.8,3219,7.4,1.3,915,0,0,0,0,0,0
U05602,22,1,4,9,0,10.6,31.6,115.3,190,1.8,1438,6.4,4.1,1996,2,0,0,0,0,0
U05603,46,0,0,4,0,4.2,7.1,91.5,136,1.4,6110,6.6,4.9,647,1,0,0,0,0,0
U05604,47,2,9,9,0,5.7,24.0,216.3,27,1.5,2362,0.8,0.5,766,1,0,0,0,0,0
U05605,48,0,6,7,0,10.7,41.8,287.1,136,5.2,2331,5.8,2.9,1920,2,0,0,0,0,0
U05606,24,2,7,7,0,1.2,23.9,95.4,106,0.8,9823,1.3,4.6,528,2,0,0,0,0,0
U05607,23,1,4,3,0,4.1,19.4,231.0,48,1.0,7989,4.3,4.4,1406,2,0,0,0,0,0
U05608,18,0,5,5,0,3.8,28.3,208.2,114,5.9,6299,7.3,1.1,1420,4,0,0,0,0,0
U05609,53,0,1,3,0,5.9,39.0,146.6,168,4.3,5497,4.5,4.7,1439,0,0,0,0,0,0
U05610,59,2,7,2,0,10.8,2.9,50.1,177,4.2,8504,7.8,4.2,1774,1,0,0,0,0,0
U05611,46,0,6,8,0,9.2,16.4,84.0,64,3.7,788,1.4,4.1,980,3,0,0,0,0,0
U05612,51,2,5,7,0,8.7,9.1,42.6,94,4.5,1368,7.2,4.1,1422,4,0,0,0,0,0
U05613,29,0,7,8,0,9.6,49.1,288.1,80,4.4,8573,3.5,4.8,983,1,0,0,0,0,0
U05614,51,1,0,2,0,5.7,19.5,215.5,100,3.8,9629,3.8,4.9,134,1,0,0,0,0,0
U05615,19,2,5,1,0,7.9,23.6,230.0,40,1.3,800,4.5,0.2,1948,0,0,0,0,0,0
U05616,28,0,5,0,1,7.7,6.6,242.6,25,4.6,1824,8.0,3.9,274,4,1,1,1,1,1
U05617,19,0,5,9,0,10.6,3.4,244.1,167,1.1,5223,2.7,2.9,630,4,0,0,0,0,0
U05618,36,1,7,2,0,8.8,1.1,167.3,117,5.4,8020,0.9,0.3,1791,0,0,0,0,0,0
U05619,16,0,7,8,0,8.5,10.7,139.3,58,5.7,8261,7.5,3.6,768,3,0,0,0,0,0
U05620,15,2,6,5,0,10.8,39.6,70.6,141,5.9,7669,2.9,3.6,577,2,0,0,0,0,0
U05621,21,2,7,0,1,8.6,30.0,280.5,138,3.0,8961,5.7,1.2,1017,4,1,1,1,1,1
U05622,16,0,3,5,0,3.8,30.7,6.3,144,4.7,1721,1.7,3.1,363,3,0,0,0,0,0
U05623,36,2,9,8,0,8.2,11.6,297.0,115,5.7,1844,7.3,1.1,1866,4,0,0,0,0,0
U05624,38,0,9,9,0,5.1,4.5,36.3,130,0.7,688,5.3,2.9,1542,3,0,0,0,0,0
U05625,43,1,9,9,0,1.1,2.1,61.1,63,1.1,4393,6.9,1.8,262,1,0,0,0,0,0
U05626,53,0,1,8,0,3.7,47.0,117.4,152,3.1,7828,4.5,4.2,998,2,0,0,0,0,0
U05627,40,2,4,6,0,6.3,1.6,102.5,104,1.5,3588,6.0,2.1,587,1,0,0,0,0,0
U05628,39,2,6,7,0,8.1,15.8,255.9,102,4.3,4702,5.0,4.5,381,0,0,0,0,0,0
U05629,56,2,3,4,0,1.3,17.3,240.2,116,2.8,9406,1.3,1.8,599,3,0,0,0,0,0
U05630,38,0,7,9,0,4.7,28.3,263.4,40,2.8,3097,4.7,4.9,1414,4,0,0,0,0,0
U05631,58,2,5,6,0,9.8,48.8,178.9,169,5.2,9223,5.6,0.7,1011,1,0,0,0,0,0
U05632,17,1,1,0,1,6.5,12.8,222.8,104,5.3,9247,2.0,4.4,1718,0,1,1,1,1,1
U05633,35,2,8,9,0,7.1,31.2,146.1,160,3.2,4669,4.7,3.0,1543,3,0,0,0,0,0
U05634,35,2,8,3,0,5.7,29.9,206.6,139,2.2,4980,1.4,1.5,1654,4,0,0,0,0,0
U05635,52,0,1,6,0,11.7,47.2,33.8,157,1.6,3708,5.1,1.0,1331,1,0,0,0,0,0
U05636,38,1,4,5,0,7.6,19.1,297.9,30,5.3,2459,3.2,1.1,725,0,0,0,0,0,0
U05637,29,1,3,5,0,3.9,9.4,9.2,64,5.8,771,1.5,3.2,1554,0,0,0,0,0,0
U05638,47,2,7,6,0,9.7,40.8,82.4,159,5.7,5980,6.9,1.8,1536,4,0,0,0,0,0
U05639,47,1,5,6,0,3.6,40.2,134.2,88,4.2,1843,8.0,0.9,1870,3,0,0,0,0,0
U05640,53,1,9,1,0,3.4,5.7,250.4,152,2.4,4930,5.8,1.8,376,2,0,0,0,0,0
U05641,23,0,7,6,0,3.0,43.7,133.9,127,5.6,8383,7.5,0.2,951,1,0,0,0,0,0
U05642,32,1,9,8,0,10.6,36.1,33.2,12,4.0,4912,7.3,1.0,1335,1,0,0,0,0,0
U05643,19,0,6,3,0,11.9,3.0,257.0,155,5.5,732,4.2,2.7,823,3,0,0,0,0,0
U05644,23,1,7,4,0,8.5,36.6,137.5,159,0.8,6617,6.6,3.3,1449,3,0,0,0,0,0
U05645,47,0,9,5,0,11.9,36.8,255.1,101,3.7,6883,4.5,0.6,411,3,0,0,0,0,0
U05646,33,0,6,3,0,5.2,10.8,193.9,188,3.6,6484,6.9,2.3,1451,0,0,0,0,0,0
U05647,17,2,6,9,0,2.9,38.1,161.0,197,0.7,2071,5.0,3.9,824,4,0,0,0,0,0
U05648,35,0,3,4,0,10.8,1.9,84.5,103,3.3,9754,2.6,1.2,714,2,0,0,0,0,0
U05649,29,1,3,2,0,10.0,49.4,39.6,144,5.0,5627,6.3,4.8,1605,1,0,0,0,0,0
U05650,27,0,0,3,0,1.4,9.8,153.0,156,5.5,2967,2.2,3.8,1619,4,0,0,0,0,0
U05651,30,1,4,1,0,1.6,44.3,43.8,144,1.5,1938,4.6,4.3,534,2,0,0,0,0,0
U05652,17,0,4,2,0,4.0,45.3,285.8,136,4.7,1072,7.0,2.4,1864,1,0,0,0,0,0
U05653,26,1,4,8,0,4.3,34.6,201.2,102,1.5,8538,6.2,3.6,694,1,0,0,0,0,0
U05654,23,0,8,3,0,1.7,44.0,32.9,31,3.9,4538,5.7,3.0,1082,0,0,0,0,0,0
U05655,28,0,7,9,0,2.9,22.7,69.6,198,1.1,4544,2.2,0.1,415,2,0,0,0,0,0
U05656,32,0,0,9,0,4.3,14.2,75.3,136,6.0,8281,0.6,0.1,1898,0,0,0,0,0,0
U05657,21,0,9,3,0,2.0,25.4,286.9,44,1.8,9949,7.2,4.0,1571,4,0,0,0,0,0
U05658,18,0,9,9,0,10.2,47.7,266.4,85,3.1,9296,0.6,2.4,1345,1,0,0,0,0,0
U05659,27,1,4,0,1,6.2,22.0,11.4,23,5.8,6165,4.0,1.7,1286,1,1,1,1,1,1
U05660,49,0,3,9,0,5.4,47.3,102.3,41,3.9,1018,0.7,4.1,1931,1,0,0,0,0,0
U05661,33,0,0,9,0,10.2,22.9,52.6,40,5.8,9061,6.6,3.9,1586,4,0,0,0,0,0
U05662,52,1,3,9,0,3.2,41.8,254.5,158,5.2,3134,3.1,3.2,348,1,0,0,0,0,0
U05663,27,2,2,4,0,6.8,17.2,70.8,49,2.3,3546,7.7,2.7,1392,4,0,0,0,0,0
U05664,60,2,4,7,0,5.3,21.1,268.2,18,4.8,2946,1.4,1.6,616,0,0,0,0,0,0
U05665,26,1,3,2,0,7.8,43.0,11.3,97,5.5,8156,0.7,4.6,1985,3,0,0,0,0,0
U05666,21,1,0,0,1,1.4,25.0,13.9,185,0.6,7461,3.0,1.5,1332,2,1,1,1,1,1
U05667,59,0,2,6,0,4.3,15.9,244.1,29,5.1,1844,4.2,4.8,920,1,0,0,0,0,0
U05668,21,1,6,9,0,2.6,49.0,25.2,167,1.9,3527,8.0,4.4,1902,3,0,0,0,0,0
U05669,59,1,7,3,0,6.9,29.4,59.4,119,2.4,8656,2.5,1.8,1227,0,0,0,0,0,0
U05670,56,2,2,0,1,1.7,49.2,49.9,169,4.8,1279,6.4,0.2,1983,4,1,1,1,1,1
U05671,37,1,8,1,0,5.0,18.7,128.7,83,5.4,8376,6.0,1.5,858,1,0,0,0,0,0
U05672,17,1,6,1,0,3.0,45.4,49.4,15,4.8,2379,0.5,4.6,679,0,0,0,0,0,0
U05673,28,1,5,3,0,5.7,37.5,161.1,160,4.8,6815,6.9,4.3,801,1,0,0,0,0,0
U05674,37,1,2,0,1,9.1,37.0,43.2,11,6.0,2320,6.5,3.7,1063,2,1,1,1,1,1
U05675,32,0,7,7,0,3.6,12.2,25.6,122,3.1,5467,1.5,1.0,1423,4,0,0,0,0,0
U05676,60,1,7,7,0,3.5,35.6,126.5,14,0.6,7731,1.0,1.8,1980,1,0,0,0,0,0
U05677,28,0,6,4,0,10.9,27.6,27.6,194,3.7,2758,2.8,0.0,1589,3,0,0,0,0,0
U05678,40,0,6,9,0,7.8,43.8,113.9,145,1.7,3526,5.2,3.2,944,2,0,0,0,0,0
U05679,46,1,4,5,0,9.6,22.8,130.1,65,3.0,9444,0.5,3.9,809,1,0,0,0,0,0
U05680,54,2,3,3,0,6.3,44.4,50.0,92,3.3,6559,2.7,2.3,146,2,0,0,0,0,0
U05681,30,1,7,7,0,6.9,7.7,60.1,140,0.6,4543,1.7,2.3,1350,1,0,0,0,0,0
U05682,17,1,5,6,0,9.3,31.1,32.1,144,2.4,1961,2.1,4.6,1168,2,0,0,0,0,0
U05683,23,1,0,9,0,1.4,24.1,160.8,68,0.5,9777,3.5,2.9,966,1,0,0,0,0,0
U05684,38,2,9,8,0,6.8,38.1,195.8,153,3.9,5017,3.2,4.6,1291,1,0,0,0,0,0
U05685,26,1,0,0,1,4.1,48.4,187.9,172,1.9,8177,2.8,0.7,240,3,1,1,1,1,1
U05686,58,0,3,9,0,5.1,25.5,213.2,26,2.4,4404,3.2,0.3,669,3,0,0,0,0,0
U05687,26,1,1,9,0,10.4,17.8,32.4,27,2.7,5549,1.9,2.3,1716,2,0,0,0,0,0
U05688,54,1,1,3,0,6.5,27.9,193.8,182,1.5,8418,5.8,1.8,1840,2,0,0,0,0,0
U05689,21,1,5,8,0,5.7,43.3,251.2,11,2.7,1570,3.7,2.7,1272,1,0,0,0,0,0
U05690,32,2,5,8,0,4.8,33.8,97.6,14,1.6,9156,1.3,3.2,515,2,0,0,0,0,0
U05691,50,2,9,2,0,10.5,12.0,212.5,64,5.6,8968,5.5,1.9,1411,0,0,0,0,0,0
U05692,41,1,9,4,0,11.6,43.7,295.0,57,3.2,2691,4.3,1.8,1926,1,0,0,0,0,0
U05693,20,2,6,3,0,9.7,34.7,167.7,181,1.3,2656,3.1,0.9,1642,3,0,0,0,0,0
U05694,44,1,6,3,0,2.7,16.8,148.2,94,3.7,9500,5.0,2.3,1971,3,0,0,0,0,0
U05695,54,1,7,7,0,6.7,1.9,190.2,65,1.0,6769,0.6,0.5,918,4,0,0,0,0,0
U05696,56,1,8,8,0,2.2,48.6,195.4,116,1.2,6949,4.7,2.5,1309,3,0,0,0,0,0
U05697,30,2,4,4,0,7.5,43.1,62.5,186,1.1,5368,4.6,4.3,1829,1,0,0,0,0,0
U05698,50,0,1,2,0,10.9,7.7,53.4,189,2.1,3676,4.9,4.8,785,3,0,0,0,0,0
U05699,24,2,5,9,0,7.5,44.4,197.1,103,4.0,4741,1.5,1.8,1046,2,0,0,0,0,0
U05700,19,1,9,6,0,7.5,6.3,171.6,46,0.9,307,5.7,1.2,666,0,0,0,0,0,0
U05701,57,1,6,9,0,2.2,27.0,294.2,32,4.0,6517,2.4,0.3,1156,0,0,0,0,0,0
U05702,20,2,6,1,0,9.0,2.4,207.9,130,2.5,2330,3.0,0.5,375,1,0,0,0,0,0
U05703,56,2,7,7,0,7.5,10.4,255.6,145,1.1,5123,4.5,0.2,1879,0,0,0,0,0,0
U05704,27,2,4,2,0,8.9,40.7,58.9,139,5.7,6543,4.1,4.1,138,1,0,0,0,0,0
U05705,54,1,9,4,0,11.7,23.5,219.7,68,1.7,6884,7.8,1.5,109,4,0,0,0,0,0
U05706,56,0,0,9,0,2.5,45.1,129.8,99,4.0,6631,5.6,2.9,1901,2,0,0,0,0,0
U05707,49,1,6,3,0,8.7,40.8,266.5,46,4.6,4392,5.4,3.1,130,3,0,0,0,0,0
U05708,54,0,5,0,1,4.1,45.5,101.0,99,5.2,9579,5.6,3.2,1331,4,1,1,1,1,1
U05709,38,0,8,3,0,10.3,15.6,138.8,110,4.9,1236,7.3,2.4,187,3,0,0,0,0,0
U05710,50,1,2,0,1,7.0,22.2,116.0,12,2.9,4141,4.1,3.3,943,0,1,1,1,1,1
U05711,24,1,1,4,0,8.2,38.7,56.3,126,2.8,9653,1.3,0.2,658,4,0,0,0,0,0
U05712,60,1,2,3,0,10.0,23.2,219.3,17,3.9,7288,4.5,4.5,1802,0,0,0,0,0,0
U05713,23,1,9,3,0,4.7,45.9,113.1,35,2.5,5698,4.2,2.9,1428,3,0,0,0,0,0
U05714,28,2,5,5,0,7.7,21.1,279.1,47,4.1,7578,6.5,0.4,1679,2,0,0,0,0,0
U05715,32,0,9,6,0,3.6,47.5,263.2,176,3.8,6172,6.9,4.0,1989,2,0,0,0,0,0
U05716,39,2,8,1,0,2.3,33.4,242.9,195,1.5,5130,7.7,2.6,1537,1,0,0,0,0,0
U05717,39,1,9,7,0,11.5,45.4,216.1,184,2.3,7244,7.6,0.1,676,3,0,0,0,0,0
U05718,59,1,7,9,0,6.5,6.2,195.0,49,5.3,997,0.6,5.0,1746,2,0,0,0,0,0
U05719,27,2,4,2,0,5.0,8.8,292.3,142,5.6,8008,4.6,3.4,1924,1,0,0,0,0,0
U05720,49,1,8,4,0,2.6,4.1,242.8,158,2.4,6543,2.7,4.8,320,4,0,0,0,0,0
U05721,60,1,7,8,0,6.9,40.7,116.9,151,1.7,1265,0.9,1.4,399,2,0,0,0,0,0
U05722,50,0,9,0,1,8.7,8.2,299.7,51,3.0,5430,5.1,4.6,774,4,1,1,1,1,1
U05723,24,1,1,0,1,6.5,17.6,74.0,90,0.8,4799,3.8,3.4,998,3,1,1,1,1,1
U05724,23,1,6,6,0,7.7,28.2,169.4,175,1.9,4367,3.0,4.5,1561,3,0,0,0,0,0
U05725,22,2,3,2,0,9.0,47.3,81.6,70,0.6,6978,7.7,1.8,1740,4,0,0,0,0,0
U05726,27,2,3,8,0,2.0,17.6,32.4,179,4.7,5736,7.4,4.6,1094,3,0,0,0,0,0
